iterationName	gameid	time	trialNum	role	text	reactionTime	eventType
pilot1	8180-d9aa2660-a6db-47d3-840c-b94548f12bd5	1508184977336	0	b	Well plov can be orange or purple	10823	chatMessage
pilot1	8180-d9aa2660-a6db-47d3-840c-b94548f12bd5	1508185087517	1	b	heck if I know	2228	chatMessage
pilot1	8180-d9aa2660-a6db-47d3-840c-b94548f12bd5	1508185112430	1	a	ok a taifel can be blue or yellow, either way it can have a big head and wings	19744	chatMessage
pilot1	8180-d9aa2660-a6db-47d3-840c-b94548f12bd5	1508185190402	2	a	a cheeba can be red or green	3409	chatMessage
pilot1	8180-d9aa2660-a6db-47d3-840c-b94548f12bd5	1508185201511	2	a	if it has a small head, it must have wings	10725	chatMessage
pilot1	8180-d9aa2660-a6db-47d3-840c-b94548f12bd5	1508185211536	2	b	kweps are usually large if orange but the other color can be small too	22909	chatMessage
pilot1	8180-d9aa2660-a6db-47d3-840c-b94548f12bd5	1508185275159	3	b	mooks have a feathered tail	4961	chatMessage
pilot1	8180-d9aa2660-a6db-47d3-840c-b94548f12bd5	1508185275199	3	a	krivels always have small heads..they can have wings or no wings	7233	chatMessage
pilot1	8180-d9aa2660-a6db-47d3-840c-b94548f12bd5	1508185285204	3	b	okay	810	chatMessage
pilot1	8180-d9aa2660-a6db-47d3-840c-b94548f12bd5	1508185296446	3	b	easy	1015	chatMessage
pilot1	8180-d9aa2660-a6db-47d3-840c-b94548f12bd5	1508185347165	4	b	javs can be either purple or red	6067	chatMessage
pilot1	8180-d9aa2660-a6db-47d3-840c-b94548f12bd5	1508185364898	4	a	feps can be any orange fish except the large one with whiskers. they can also be the green large one with whiskers	24041	chatMessage
pilot1	8180-d9aa2660-a6db-47d3-840c-b94548f12bd5	1508185374867	4	b	if they are large their stems will have spikes	11334	chatMessage
pilot1	8180-d9aa2660-a6db-47d3-840c-b94548f12bd5	1508185381146	4	a	ok	308	chatMessage
pilot1	8180-d9aa2660-a6db-47d3-840c-b94548f12bd5	1508185457142	5	a	a kaz can be large and red (no feathers) or small and red with feathers	13052	chatMessage
pilot1	8180-d9aa2660-a6db-47d3-840c-b94548f12bd5	1508185462894	5	b	stups are small with or without whiskers, only large green can be stup without whiskers	18595	chatMessage
pilot1	8180-d9aa2660-a6db-47d3-840c-b94548f12bd5	1508185473379	5	a	OR large, purple with feathers, or small purple without feathers	15754	chatMessage
