iterationName	gameid	time	trialNum	role	text	reactionTime	eventType
pilot1	3911-bbce2b44-a47b-41da-9845-ac176cfc5c1c	1508178237892	0	a	Glippets seems to have either short bodies and long tails or no tails	12111	chatMessage
pilot1	3911-bbce2b44-a47b-41da-9845-ac176cfc5c1c	1508178252913	0	b	reesle's don't have wings. sometimes they have a small head, sometimes wide head	27262	chatMessage
pilot1	3911-bbce2b44-a47b-41da-9845-ac176cfc5c1c	1508178440347	1	a	Morseth have either wide heads and slightly curved legs or straight legs with wings.	12981	chatMessage
pilot1	3911-bbce2b44-a47b-41da-9845-ac176cfc5c1c	1508178451203	1	b	Daith if purple must have long body and tail. If orange, just needs long body or tail.	24556	chatMessage
pilot1	3911-bbce2b44-a47b-41da-9845-ac176cfc5c1c	1508178556479	2	a	Zurp have long bodies; tails are irrelevant.	6319	chatMessage
pilot1	3911-bbce2b44-a47b-41da-9845-ac176cfc5c1c	1508178587247	2	b	Yellow and fat no whiskers, yellow and skinny whiskers. Or green and skinny no whiskers or green and fat.	37855	chatMessage
pilot1	3911-bbce2b44-a47b-41da-9845-ac176cfc5c1c	1508178690439	3	a	ackle; green and tall needs tail, blue and tall no tail, blue and short both tail and no tail.	1036	chatMessage
pilot1	3911-bbce2b44-a47b-41da-9845-ac176cfc5c1c	1508178717399	3	b	zoov - any fat orange fish or any skinny fish w/o whiskers.	23275	chatMessage
pilot1	3911-bbce2b44-a47b-41da-9845-ac176cfc5c1c	1508178773790	4	b	jav = green	1421	chatMessage
pilot1	3911-bbce2b44-a47b-41da-9845-ac176cfc5c1c	1508178776244	4	a	lorch; skinny and no whiskers	4546	chatMessage
pilot1	3911-bbce2b44-a47b-41da-9845-ac176cfc5c1c	1508178868983	5	a	stup: wide head ans straight legs or small head and curved legs	1028	chatMessage
pilot1	3911-bbce2b44-a47b-41da-9845-ac176cfc5c1c	1508178880545	5	b	crullet = no side spikes unless big and purple	14742	chatMessage
