is_correct,time_in_seconds,trial_num,true_label,turker_label,game_id,rule_idx,training_data_fn,rule_type,role,WorkerId
True,11.955,0,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,A3NMU6AVMQ0QDB
True,9.172,2,True,True,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,A3NMU6AVMQ0QDB
False,9.172,1,True,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,A3NMU6AVMQ0QDB
True,12.647,4,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,A3NMU6AVMQ0QDB
False,12.647,3,False,True,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,A3NMU6AVMQ0QDB
True,3.383,5,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,A3NMU6AVMQ0QDB
True,2.292,6,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,A3NMU6AVMQ0QDB
True,1.991,7,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,A3NMU6AVMQ0QDB
True,2.077,8,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,A3NMU6AVMQ0QDB
True,2.554,9,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,A3NMU6AVMQ0QDB
True,1.56,10,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,A3NMU6AVMQ0QDB
True,2.76,11,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,A3NMU6AVMQ0QDB
True,8.58,13,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,A3NMU6AVMQ0QDB
False,8.58,12,False,True,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,A3NMU6AVMQ0QDB
True,1.588,14,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,A3NMU6AVMQ0QDB
True,1.699,15,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,A3NMU6AVMQ0QDB
