iterationName	gameid	time	trialNum	role	block_num	block_type	time_in_ms	critter	critter_num	species	color	prop1	prop2	tar1	tar2	tar3	internal_prop	selected	full_globalColor0_p	full_globalColor0_color_mean	full_globalColor0_color_var	full_globalColor1_p	full_globalColor1_color_mean	full_globalColor1_color_var	full_prop1	full_prop2	full_tar1	full_tar2	full_internal_prop	score	eventType
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649381283	2	playerA	0	testCritters	12527	tree	0	zoov	#EDCA00	0.8	0.8	false	false	false	1	1	1	yellow	0.001	0	yellow	0.001	0.8	0.8	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649381290	2	playerA	0	testCritters	12527	tree	1	kaz	#5CA4DB	0.8	0.8	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649381291	2	playerA	0	testCritters	12527	tree	2	zoov	#EDCA00	0.8	0.8	false	false	false	1	1	1	yellow	0.001	0	yellow	0.001	0.8	0.8	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649381291	2	playerA	0	testCritters	12527	tree	3	kaz	#5CA4DB	0.8	0.8	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649381292	2	playerA	0	testCritters	12527	tree	4	kaz	#5CA4DB	0.8	0.8	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649381293	2	playerA	0	testCritters	12527	tree	5	zoov	#EDCA00	0.8	0.8	false	false	false	1	1	1	yellow	0.001	0	yellow	0.001	0.8	0.8	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649381293	2	playerA	0	testCritters	12527	tree	6	jav	#228C22	0.8	0.8	false	false	false	0	0	1	green	0.001	0	green	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649381294	2	playerA	0	testCritters	12527	tree	7	jav	#228C22	0.8	0.8	false	false	false	0	1	1	green	0.001	0	green	0.001	0.8	0.8	0	0		falseAlarm	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649381295	2	playerA	0	testCritters	12527	tree	8	kaz	#5CA4DB	0.8	0.8	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649381296	2	playerA	0	testCritters	12527	tree	9	jav	#228C22	0.8	0.8	false	false	false	1	0	1	green	0.001	0	green	0.001	0.8	0.8	0	0		miss	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649381296	2	playerA	0	testCritters	12527	tree	10	zoov	#EDCA00	0.8	0.8	false	false	false	1	1	1	yellow	0.001	0	yellow	0.001	0.8	0.8	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649381297	2	playerA	0	testCritters	12527	tree	11	jav	#228C22	0.8	0.8	false	false	false	0	0	1	green	0.001	0	green	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649446719	2	playerB	0	testCritters	79394	fish	0	mox	#EDCA00	0	0	false	false	false	0	0	1	yellow	0.001	0	yellow	0.001	0	0	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649446731	2	playerB	0	testCritters	79394	fish	1	fep	#5CA4DB	0	0	false	false	false	1	1	1	blue	0.001	0	blue	0.001	0	0	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649446732	2	playerB	0	testCritters	79394	fish	2	ackle	#B630F0	0	0	false	false	false	0	0	1	purple	0.001	0	purple	0.001	0	0	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649446732	2	playerB	0	testCritters	79394	fish	3	fep	#5CA4DB	0	0	false	false	false	1	1	1	blue	0.001	0	blue	0.001	0	0	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649446733	2	playerB	0	testCritters	79394	fish	4	ackle	#B630F0	0	0	false	false	false	0	0	1	purple	0.001	0	purple	0.001	0	0	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649446735	2	playerB	0	testCritters	79394	fish	5	fep	#5CA4DB	0	0	false	false	false	1	1	1	blue	0.001	0	blue	0.001	0	0	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649446736	2	playerB	0	testCritters	79394	fish	6	ackle	#B630F0	0	0	false	false	false	0	0	1	purple	0.001	0	purple	0.001	0	0	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649446738	2	playerB	0	testCritters	79394	fish	7	mox	#EDCA00	0	0	false	false	false	0	0	1	yellow	0.001	0	yellow	0.001	0	0	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649446739	2	playerB	0	testCritters	79394	fish	8	fep	#5CA4DB	0	0	false	false	false	1	1	1	blue	0.001	0	blue	0.001	0	0	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649446748	2	playerB	0	testCritters	79394	fish	9	mox	#EDCA00	0	0	false	false	false	1	0	1	yellow	0.001	0	yellow	0.001	0	0	0	0		miss	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649446749	2	playerB	0	testCritters	79394	fish	10	ackle	#B630F0	0	0	false	false	false	0	0	1	purple	0.001	0	purple	0.001	0	0	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649446750	2	playerB	0	testCritters	79394	fish	11	mox	#EDCA00	0	0	false	false	false	0	0	1	yellow	0.001	0	yellow	0.001	0	0	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649604510	3	playerA	1	testCritters	13568	bird	0	oller	#228C22	0.8	0.8	true	true	false	0	0	1	green	0.001	0	green	0.001	0.8	0.8	1	1		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649604511	3	playerA	1	testCritters	13568	bird	1	taifel	#5CA4DB	0.8	0.8	true	true	false	0	0	1	blue	0.001	0	blue	0.001	0.8	0.8	1	1		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649604512	3	playerA	1	testCritters	13568	bird	2	oller	#228C22	0.8	0.8	true	true	false	0	0	1	green	0.001	0	green	0.001	0.8	0.8	1	1		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649604513	3	playerA	1	testCritters	13568	bird	3	oller	#228C22	0.8	0.8	true	true	false	0	0	1	green	0.001	0	green	0.001	0.8	0.8	1	1		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649604514	3	playerA	1	testCritters	13568	bird	4	ellep	#F52A37	0.8	0.8	true	true	false	1	1	1	red	0.001	0	red	0.001	0.8	0.8	1	1		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649604515	3	playerA	1	testCritters	13568	bird	5	taifel	#5CA4DB	0.8	0.8	true	true	false	0	0	1	blue	0.001	0	blue	0.001	0.8	0.8	1	1		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649604516	3	playerA	1	testCritters	13568	bird	6	taifel	#5CA4DB	0.8	0.8	true	true	false	0	0	1	blue	0.001	0	blue	0.001	0.8	0.8	1	1		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649604517	3	playerA	1	testCritters	13568	bird	7	taifel	#5CA4DB	0.8	0.8	true	true	false	0	0	1	blue	0.001	0	blue	0.001	0.8	0.8	1	1		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649604518	3	playerA	1	testCritters	13568	bird	8	ellep	#F52A37	0.8	0.8	true	true	false	1	1	1	red	0.001	0	red	0.001	0.8	0.8	1	1		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649604519	3	playerA	1	testCritters	13568	bird	9	oller	#228C22	0.8	0.8	true	true	false	0	0	1	green	0.001	0	green	0.001	0.8	0.8	1	1		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649604519	3	playerA	1	testCritters	13568	bird	10	ellep	#F52A37	0.8	0.8	true	true	false	1	1	1	red	0.001	0	red	0.001	0.8	0.8	1	1		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649604520	3	playerA	1	testCritters	13568	bird	11	ellep	#F52A37	0.8	0.8	true	true	false	1	1	1	red	0.001	0	red	0.001	0.8	0.8	1	1		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649620320	3	playerB	1	testCritters	29973	bug	0	dorb	#EDCA00	0	0	false	false	false	1	1	1	yellow	0.001	0	yellow	0.001	0	0	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649620331	3	playerB	1	testCritters	29973	bug	1	wug	#5CA4DB	0	0	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0	0	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649620332	3	playerB	1	testCritters	29973	bug	2	dorb	#EDCA00	0	0	false	false	false	1	1	1	yellow	0.001	0	yellow	0.001	0	0	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649620333	3	playerB	1	testCritters	29973	bug	3	krivel	#FF8C00	0	0	false	false	false	1	1	1	orange	0.001	0	orange	0.001	0	0	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649620334	3	playerB	1	testCritters	29973	bug	4	krivel	#FF8C00	0	0	false	false	false	0	1	1	orange	0.001	0	orange	0.001	0	0	0	0		falseAlarm	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649620334	3	playerB	1	testCritters	29973	bug	5	dorb	#EDCA00	0	0	false	false	false	1	1	1	yellow	0.001	0	yellow	0.001	0	0	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649620335	3	playerB	1	testCritters	29973	bug	6	wug	#5CA4DB	0	0	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0	0	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649620336	3	playerB	1	testCritters	29973	bug	7	wug	#5CA4DB	0	0	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0	0	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649620336	3	playerB	1	testCritters	29973	bug	8	krivel	#FF8C00	0	0	false	false	false	1	1	1	orange	0.001	0	orange	0.001	0	0	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649620337	3	playerB	1	testCritters	29973	bug	9	wug	#5CA4DB	0	0	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0	0	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649620338	3	playerB	1	testCritters	29973	bug	10	krivel	#FF8C00	0	0	false	false	false	1	0	1	orange	0.001	0	orange	0.001	0	0	0	0		miss	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649620339	3	playerB	1	testCritters	29973	bug	11	dorb	#EDCA00	0	0	false	false	false	1	1	1	yellow	0.001	0	yellow	0.001	0	0	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821464	4	playerA	2	testCritters	17070	fish	0	mook	#F52A37	0.8	0.8	true	true	false	0	0	1	red	0.001	0	red	0.001	0.8	0.8	1	1		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821469	4	playerA	2	testCritters	17070	fish	1	zorb	#B630F0	0.8	0.8	true	true	false	1	1	1	purple	0.001	0	purple	0.001	0.8	0.8	1	1		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821469	4	playerA	2	testCritters	17070	fish	2	mook	#F52A37	0.8	0.8	true	true	false	0	0	1	red	0.001	0	red	0.001	0.8	0.8	1	1		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821470	4	playerA	2	testCritters	17070	fish	3	blin	#EDCA00	0.8	0.8	true	true	false	1	1	1	yellow	0.001	0	yellow	0.001	0.8	0.8	1	1		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821470	4	playerA	2	testCritters	17070	fish	4	mook	#F52A37	0.8	0.8	true	true	false	0	0	1	red	0.001	0	red	0.001	0.8	0.8	1	1		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821475	4	playerA	2	testCritters	17070	fish	5	zorb	#B630F0	0.8	0.8	true	true	false	0	1	1	purple	0.001	0	purple	0.001	0.8	0.8	1	1		falseAlarm	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821475	4	playerA	2	testCritters	17070	fish	6	zorb	#B630F0	0.8	0.8	true	true	false	1	0	1	purple	0.001	0	purple	0.001	0.8	0.8	1	1		miss	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821477	4	playerA	2	testCritters	17070	fish	7	blin	#EDCA00	0.8	0.8	true	true	false	1	1	1	yellow	0.001	0	yellow	0.001	0.8	0.8	1	1		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821483	4	playerA	2	testCritters	17070	fish	8	blin	#EDCA00	0.8	0.8	true	true	false	1	1	1	yellow	0.001	0	yellow	0.001	0.8	0.8	1	1		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821484	4	playerA	2	testCritters	17070	fish	9	blin	#EDCA00	0.8	0.8	true	true	false	1	1	1	yellow	0.001	0	yellow	0.001	0.8	0.8	1	1		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821488	4	playerA	2	testCritters	17070	fish	10	zorb	#B630F0	0.8	0.8	true	true	false	1	1	1	purple	0.001	0	purple	0.001	0.8	0.8	1	1		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821488	4	playerA	2	testCritters	17070	fish	11	mook	#F52A37	0.8	0.8	true	true	false	0	0	1	red	0.001	0	red	0.001	0.8	0.8	1	1		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821745	4	playerB	2	testCritters	17399	tree	0	luzak	#5CA4DB	0.2	0.2	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0.2	0.2	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821762	4	playerB	2	testCritters	17399	tree	1	crullet	#FF8C00	0.2	0.2	false	false	false	1	1	1	orange	0.001	0	orange	0.001	0.2	0.2	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821763	4	playerB	2	testCritters	17399	tree	2	grink	#F52A37	0.2	0.2	false	false	false	0	0	1	red	0.001	0	red	0.001	0.2	0.2	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821764	4	playerB	2	testCritters	17399	tree	3	luzak	#5CA4DB	0.2	0.2	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0.2	0.2	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821765	4	playerB	2	testCritters	17399	tree	4	luzak	#5CA4DB	0.2	0.2	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0.2	0.2	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821766	4	playerB	2	testCritters	17399	tree	5	crullet	#FF8C00	0.2	0.2	false	false	false	1	1	1	orange	0.001	0	orange	0.001	0.2	0.2	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821766	4	playerB	2	testCritters	17399	tree	6	crullet	#FF8C00	0.2	0.2	false	false	false	1	1	1	orange	0.001	0	orange	0.001	0.2	0.2	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821767	4	playerB	2	testCritters	17399	tree	7	luzak	#5CA4DB	0.2	0.2	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0.2	0.2	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821768	4	playerB	2	testCritters	17399	tree	8	crullet	#FF8C00	0.2	0.2	false	false	false	1	1	1	orange	0.001	0	orange	0.001	0.2	0.2	0	0		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821769	4	playerB	2	testCritters	17399	tree	9	grink	#F52A37	0.2	0.2	false	false	false	0	0	1	red	0.001	0	red	0.001	0.2	0.2	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821769	4	playerB	2	testCritters	17399	tree	10	grink	#F52A37	0.2	0.2	false	false	false	0	0	1	red	0.001	0	red	0.001	0.2	0.2	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502649821770	4	playerB	2	testCritters	17399	tree	11	grink	#F52A37	0.2	0.2	false	false	false	0	0	1	red	0.001	0	red	0.001	0.2	0.2	0	0		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502650085738	5	playerA	3	testCritters	15107	bug	0	plov	#FF8C00	0.8	0.8	true	true	false	1	0	1	orange	0.001	0	orange	0.001	0.8	0.8	1	1		miss	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502650085744	5	playerA	3	testCritters	15107	bug	1	daith	#5CA4DB	0.8	0.8	true	true	false	0	0	1	blue	0.001	0	blue	0.001	0.8	0.8	1	1		correctRejection	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502650085744	5	playerA	3	testCritters	15107	bug	2	plov	#FF8C00	0.8	0.8	true	true	false	0	1	1	orange	0.001	0	orange	0.001	0.8	0.8	1	1		falseAlarm	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502650085745	5	playerA	3	testCritters	15107	bug	3	kwep	#228C22	0.8	0.8	true	true	false	1	1	1	green	0.001	0	green	0.001	0.8	0.8	1	1		hit	logTest
pilot1	0092-4cf18622-eb4d-46de-9e81-4bedec469478	1502650085745	5	playerA	3	testCritters	15107	bug	4	plov	#FF8C00	0.8	0.8	true	true	false	0	1	1	orange	0.001	0	orange	0.001	0.8	0.8	1	1		falseAlarm	logTest
