iterationName	gameid	time	trialNum	role	block_num	block_type	time_in_ms	critter	critter_num	species	color	prop1	prop2	tar1	tar2	tar3	internal_prop	selected	full_globalColor0_p	full_globalColor0_color_mean	full_globalColor0_color_var	full_globalColor1_p	full_globalColor1_color_mean	full_globalColor1_color_var	full_prop1	full_prop2	full_tar1	full_tar2	full_internal_prop	score	eventType
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739471660	2	playerB	0	testCritters	9143	fish	0	kaz	#F52A37	0	0	false	false	false	0	0	1	red	0.001	0	red	0.001	0	0	0	0		correctRejection	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739471725	2	playerB	0	testCritters	9143	fish	1	zorb	#5CA4DB	0	0	false	false	false	0	1	1	blue	0.001	0	blue	0.001	0	0	0	0		falseAlarm	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739471725	2	playerB	0	testCritters	9143	fish	2	zorb	#5CA4DB	0	0	false	false	false	0	1	1	blue	0.001	0	blue	0.001	0	0	0	0		falseAlarm	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739471726	2	playerB	0	testCritters	9143	fish	3	zorb	#5CA4DB	0	0	false	false	false	0	1	1	blue	0.001	0	blue	0.001	0	0	0	0		falseAlarm	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739471726	2	playerB	0	testCritters	9143	fish	4	zorb	#5CA4DB	0	0	false	false	false	0	1	1	blue	0.001	0	blue	0.001	0	0	0	0		falseAlarm	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739471727	2	playerB	0	testCritters	9143	fish	5	kwep	#B630F0	0	0	false	false	false	1	0	1	purple	0.001	0	purple	0.001	0	0	0	0		miss	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739471727	2	playerB	0	testCritters	9143	fish	6	kaz	#F52A37	0	0	false	false	false	0	0	1	red	0.001	0	red	0.001	0	0	0	0		correctRejection	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739471728	2	playerB	0	testCritters	9143	fish	7	kwep	#B630F0	0	0	false	false	false	1	0	1	purple	0.001	0	purple	0.001	0	0	0	0		miss	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739471729	2	playerB	0	testCritters	9143	fish	8	kwep	#B630F0	0	0	false	false	false	1	1	1	purple	0.001	0	purple	0.001	0	0	0	0		hit	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739471729	2	playerB	0	testCritters	9143	fish	9	kaz	#F52A37	0	0	false	false	false	0	0	1	red	0.001	0	red	0.001	0	0	0	0		correctRejection	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739471751	2	playerB	0	testCritters	9143	fish	10	kwep	#B630F0	0	0	false	false	false	1	0	1	purple	0.001	0	purple	0.001	0	0	0	0		miss	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739471752	2	playerB	0	testCritters	9143	fish	11	kaz	#F52A37	0	0	false	false	false	0	0	1	red	0.001	0	red	0.001	0	0	0	0		correctRejection	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739474651	2	playerA	0	testCritters	7098	tree	0	 cheeba	#FF8C00	0.8	0.8	false	false	false	1	1	1	orange	0.001	0	orange	0.001	0.8	0.8	0	0		hit	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739474655	2	playerA	0	testCritters	7098	tree	1	stup	#5CA4DB	0.8	0.8	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739474656	2	playerA	0	testCritters	7098	tree	2	grink	#B630F0	0.8	0.8	false	false	false	0	0	1	purple	0.001	0	purple	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739474658	2	playerA	0	testCritters	7098	tree	3	grink	#B630F0	0.8	0.8	false	false	false	0	0	1	purple	0.001	0	purple	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739474658	2	playerA	0	testCritters	7098	tree	4	 cheeba	#FF8C00	0.8	0.8	false	false	false	1	1	1	orange	0.001	0	orange	0.001	0.8	0.8	0	0		hit	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739474659	2	playerA	0	testCritters	7098	tree	5	grink	#B630F0	0.8	0.8	false	false	false	1	0	1	purple	0.001	0	purple	0.001	0.8	0.8	0	0		miss	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739474659	2	playerA	0	testCritters	7098	tree	6	grink	#B630F0	0.8	0.8	false	false	false	0	0	1	purple	0.001	0	purple	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739474660	2	playerA	0	testCritters	7098	tree	7	 cheeba	#FF8C00	0.8	0.8	false	false	false	1	1	1	orange	0.001	0	orange	0.001	0.8	0.8	0	0		hit	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739474660	2	playerA	0	testCritters	7098	tree	8	stup	#5CA4DB	0.8	0.8	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739474661	2	playerA	0	testCritters	7098	tree	9	stup	#5CA4DB	0.8	0.8	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739474662	2	playerA	0	testCritters	7098	tree	10	 cheeba	#FF8C00	0.8	0.8	false	false	false	1	1	1	orange	0.001	0	orange	0.001	0.8	0.8	0	0		hit	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739474662	2	playerA	0	testCritters	7098	tree	11	stup	#5CA4DB	0.8	0.8	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739546180	3	playerA	1	testCritters	3997	bird	0	taifel	#228C22	0.8	0.8	true	true	false	1	1	1	green	0.001	0	green	0.001	0.8	0.8	1	1		hit	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739546185	3	playerA	1	testCritters	3997	bird	1	pangolin	#B630F0	0.8	0.8	true	true	false	0	0	1	purple	0.001	0	purple	0.001	0.8	0.8	1	1		correctRejection	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739546187	3	playerA	1	testCritters	3997	bird	2	crullet	#F52A37	0.8	0.8	true	true	false	0	0	1	red	0.001	0	red	0.001	0.8	0.8	1	1		correctRejection	logTest
pilot1	4168-ead62023-8119-4366-8c05-e2091e126643	1502739546187	3	playerA	1	testCritters	3997	bird	3	pangolin	#B630F0	0.8	0.8	true	true	false	0	0	1	purple	0.001	0	purple	0.001	0.8	0.8	1	1		correctRejection	logTest
