experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 They didn't do well the round or two they participated		problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	6221-9e0615ff-8a7d-4d2d-b440-27faa07459dc	1548707437684	explorer	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	1	yes	1	yes	40	Female	1	I just wished that I wasn't penalized by not getting a bonus because my partner decided to disconnect			n	2.00	I carefully studied each one and found the distince difference	yes	not much	logSubjInfo
