experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	 I was still stuck on trying to figure out what the qualifying characteristics for the species were when my partner timed out	 	humanPartner	likePartner	eventType
mp-game-6	pilot	1985-dff996ca-0f24-4708-93c9-dd081afad8aa	1548096441154	explorer	47	"bugs with (white heads or orange antennae) and purple legs"	bugs_white_heads_or_orange_antennae_purple_legs	0	yes	2	yes	45	Male	3		No		Yes	I didn't develop much of one			yes	not much	logSubjInfo
