experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 It made the hit take longer than necessary and added a level of frustration		problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547835650555	explorer	33	"trees with (leaves and berries) or orange trunks"	trees_leaves_berries_or_orange_trunks	4	yes	1	yes	35	Female	3	I felt like some of them had no patterns or ways of distinguishing them from another			No	6.00	I tried to find patterns	yes	loved	logSubjInfo
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547835800053	student	33	"trees with (leaves and berries) or orange trunks"	trees_leaves_berries_or_orange_trunks	4	yes	2	yes	32	Female	2	This was a fun experiment and very easy to comprehend and follow			I'm pretty sure round 2 was incorrect		25	Follow the suggestions given by the Explorer as best as I can	yes	loved	logSubjInfo
