experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	  The other player couldn't pick out any patterns usually	humanPartner	likePartner	eventType
mp-game-6	pilot	7955-52f34fdb-867c-42dc-8d35-7e05ea228656	1548692608593	student	29	"fish with white stripes or whiskers"	fish_white_stripes_or_whiskers	4	yes	1	yes	35	Female	1		no	yes	I didn't really have one	 so I was left clueless	yes	not much	logSubjInfo
mp-game-6	pilot	7955-52f34fdb-867c-42dc-8d35-7e05ea228656	1548692636017	explorer	29	"fish with white stripes or whiskers"	fish_white_stripes_or_whiskers	4	yes	2	yes	37	Female	3	No comments		None	2 would be better	I just tried to identify the things that made each species similar and then communicate that to my partner the best I could		yes	liked	logSubjInfo
