experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	4136-588db42a-b1a7-4db4-a891-bdf35f17f583	1548697445034	student	26	"flowers with purple petals or thorns"	flowers_purple_petals_or_thorns	4	yes	1	yes	29	Male	1	no	no	2.00	no	yes	not much	logSubjInfo
mp-game-6	pilot	4136-588db42a-b1a7-4db4-a891-bdf35f17f583	1548697495967	explorer	26	"flowers with purple petals or thorns"	flowers_purple_petals_or_thorns	4	yes	1	yes	29	Male	2		The partner would skip chat and just proceed to the exam without chatting 	2.00	Recognize patterns 	yes	not much	logSubjInfo
