experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy		humanPartner	likePartner	eventType
mp-game-6	pilot	4779-6aa1cd86-862c-479a-87c8-4cff5a50536a	1547840153449	student	34	"flowers with (purple stems and white petals) or orange centers"	flowers_purple_stems_white_petals_or_orange_centers	4	yes	1	yes	32	Female	2		No	3.00	I followed what the explorer told me		yes	liked	logSubjInfo
mp-game-6	pilot	4779-6aa1cd86-862c-479a-87c8-4cff5a50536a	1547840210078	explorer	34	"flowers with (purple stems and white petals) or orange centers"	flowers_purple_stems_white_petals_or_orange_centers	4	yes	2	yes	33	Male	3	No comments		No problems	2.00	I looked for any features that were always present for the species I was identifying	no	liked	logSubjInfo
