experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	  My strategy might have changed if the game had continued	humanPartner	likePartner	eventType
mp-game-6	pilot	9280-5a1c4c4f-da33-4910-9893-f4b14e9a08f7	1547761999118	explorer	47	"bugs with (white heads or orange antennae) and purple legs"	bugs_white_heads_or_orange_antennae_purple_legs	1	yes	0	yes	31	Male	1		I only got through one round		1.5	I described the things that the species had in common that were not shared by the others	 but after the first round I got sent to this page - I assume my partner disconnected	yes	okay	logSubjInfo
