experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy		humanPartner	likePartner	eventType
mp-game-6	pilot	2043-a894755e-c997-46f9-8148-2e5c458164c8	1547847881084	explorer	1	"flowers with thorns"	flowers_thorns	2	yes	2	yes	32	Male	2	Great study!	N/A	1.50	I tried to look for the most common color or pattern that would help me describe to my partner		no	not much	logSubjInfo
