experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	5750-11571e24-47da-46bd-88da-ca3e529c51a8	1548445709130	student	41	"trees with (orange trunks or berries) and white leaves"	trees_orange_trunks_or_berries_white_leaves	4	yes	2	yes	51	Female	2		No		Yes	I just tried to follow what my partner was telling me	yes	liked	logSubjInfo
mp-game-6	pilot	5750-11571e24-47da-46bd-88da-ca3e529c51a8	1548445831313	explorer	41	"trees with (orange trunks or berries) and white leaves"	trees_orange_trunks_or_berries_white_leaves	4	yes	2	yes	23	Male	3		I have no clue how the scoring worked			2.50	I looked at distinct features that each of the species may have had and described that	no	okay	logSubjInfo
