experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	9107-6386b715-10c1-4e3d-96ae-75f24552b58c	1548094756880	student	38	"bugs with (purple legs and white heads) or orange wings"	bugs_purple_legs_white_heads_or_orange_wings	0	yes	2	yes	30	Other	2		no partner	yes	na i had not conversion with anyone
	no	not much	logSubjInfo
