experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	 	humanPartner	likePartner	eventType
mp-game-6	pilot	4670-b941e2af-9546-40b0-9c04-b7f56af9aedc	1547842285852	student	44	"fish with (orange bodies or fangs) and whiskers"	fish_orange_bodies_or_fangs_whiskers	2	yes	1	yes	22	Female	3		no	2	I paid attention to what the other person said		yes	liked	logSubjInfo
