25	experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	humanPartner	likePartner	eventType
	mp-game-6	pilot	1945-c8823460-6373-4188-8e2d-df89a2245293	1547755511315	explorer	8	"trees with purple berries"	trees_purple_berries	0	yes	2	yes	31	Male	3	its very interesting survey 	no		$1	focused instructions 	yes	loved	logSubjInfo
