experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	 Seems like a shady game	humanPartner	likePartner	eventType
mp-game-6	pilot	7691-81a6c91c-659c-4fcb-8373-bbf90614b486	1548709795364	explorer	8	"trees with purple berries"	trees_purple_berries	4	yes	0	yes	27	Female	3		no	5	There's no way I messed up that fourth round		yes	not much	logSubjInfo
