experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	9805-dbb65c12-f282-43b5-a4ca-14cefd0a6685	1548705234297	explorer	4	"bugs with white orange head"	bugs_orange_head	1	yes	2	yes	27	Male	3		None		1.25	I thought that zorbs were mostly ones that had intricate designs in the center and had tendrils coming out of the center	yes	okay	logSubjInfo
