experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	 All it's clear	fairprice		strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	9091-8aaec022-91dc-4143-9b01-e78a7656b410	1548441852647	explorer	43	"flowers with (purple stems or thorns) and white centers"	flowers_purple_stems_or_thorns_white_centers	1	yes	2		49	Male	3		No		It's good		Simply by the numbers and colors	yes	loved	logSubjInfo
