experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1547846563744	explorer	46	"bugs with (antennae or wings) and purple bodies"	bugs_antennae_or_wings_purple_bodies	4	yes	2	yes	33	Female	3	None	None	5	We both converted clearly about the image 	yes	loved	logSubjInfo
