experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	  My partner lost their connection	  
Oops! It looks like your partner lost their connection!
Completing this survey will submit your HIT so you will still receive full compensation	

If you experience any problems	edu)

Thanks for participating in our experiment!	humanPartner	likePartner	eventType
mp-game-6	pilot	6711-a41fe5be-b0db-47d4-9946-ca09d5d984fb	1547754903408	student	29	"fish with white stripes or whiskers"	fish_white_stripes_or_whiskers	0	yes	1	yes	42	Female	3	I'm sad I didn't get to really play it		My partner disconnected	1.50	I didn't get to			 please email us (schopra8@stanford				logSubjInfo
