experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 It was long and not financially fruitful		problems	 It would move forward without me sending a message	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	8143-98a7ab71-c69c-483f-b7f3-5974c95eb26e	1547762706774	explorer	8	"trees with purple berries"	trees_purple_berries	4	yes	0	yes	36	Female	3	This was a tough experiment			I wasn't able to always text		4	I would try to find common factors	yes	okay	logSubjInfo
mp-game-6	pilot	8143-98a7ab71-c69c-483f-b7f3-5974c95eb26e	1547762717320	student	8	"trees with purple berries"	trees_purple_berries	4	yes	0	yes	49	Male	2	This 25-minute HIT was terrible				This HIT took too long	5	Try to read all information and learn from it		no	not much	logSubjInfo
