experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	2240-5fbbdad8-f0c9-41e0-9a13-f4e07762b1e8	1547936159343	explorer	39	"bugs with (white legs and purple wings) or orange antennae"	bugs_white_legs_purple_wings_or_orange_antennae	0	yes	1	yes	26	Male	3	n/a	My partner lost connection		yes	I mainly used the strategy of determining what characteristic was constant	yes	liked	logSubjInfo
