experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 I waited and waited and no partner was given to me	 	problems		fairprice	strategy	 Says Oops! It looks like your partner lost their connection! I would have tried to make a mental note of properties that each creature had that made them belong to the species	 Sounds like a fun HIT	humanPartner	likePartner	eventType
mp-game-6	pilot	9347-f209f236-6f49-4154-9304-022279ddd343	1548867803442	explorer	48	"birds with (orange tails or white wings) and orange crests"	birds_orange_tails_or_white_wings_orange_crests	0	yes	2	yes	27	Male	2	This experiment sounds like it would have been so fun to complete			Only problem was that I was not assigned a partner			Was unable to complete			yes	not much	logSubjInfo
