experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	  But it was like my partner didn't understand the directions and just kept saying very few words	humanPartner	likePartner	eventType
mp-game-6	pilot	5380-e97cc7ba-3edd-47db-a65d-992604edad9f	1548097437391	explorer	14	"birds with purple wings and crests"	birds_purple_wings_crests	0	yes	-1	yes	48	Female	4	none	I don't think so		2.00	I tried to explain the two things my partner needed to know to identify the bird correctly		yes	not much	logSubjInfo
