experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	6326-e82521ba-e634-4276-abd2-d09fd2788a25	1548954493741	explorer	4	"bugs with white orange head"	bugs_orange_head	4	yes	1	yes	20	Female	2	I expect higher pay		No	3.00	I tried my best to find distinguishing features	yes	okay	logSubjInfo
mp-game-6	pilot	6326-e82521ba-e634-4276-abd2-d09fd2788a25	1548954514269	student	4	"bugs with white orange head"	bugs_orange_head	4	yes	2	yes	46	Female	1	Thank you	none	1.25	I tried to go off what I learned about them in the chat room		yes	okay	logSubjInfo
