experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 I like game HITS	problems		fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	4848-63801760-6bed-4bbd-b436-eb92a0537022	1548108876425	student	29	"fish with white stripes or whiskers"	fish_white_stripes_or_whiskers	1	yes	1	yes	34	Female	1	I would have enjoyed it if I got to finish it		Yes- they disconnected! I didn't get to make a bonus		No	They left me a good message at first but I was only able to do 1 creature search so I had not developed a strategy yet	yes	okay	logSubjInfo
