experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	4035-cb30b655-617f-4b5b-98a6-41a38ff3619e	1548099432525	explorer	49	"birds with (white crests or orange wings) and tails"	birds_white_crests_or_orange_wings_tails	4	yes	1	yes	32	Male	3	good task		No	5	very good experiment	yes	liked	logSubjInfo
mp-game-6	pilot	4035-cb30b655-617f-4b5b-98a6-41a38ff3619e	1548099445792	student	49	"birds with (white crests or orange wings) and tails"	birds_white_crests_or_orange_wings_tails	4	no	0	yes	34		3			5	I did not use a strategy		no	not much	logSubjInfo
