experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 i was told they had 12 legs	problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	7519-8cb63742-8f17-453d-bd73-cba4acb64e8c	1548447120668	student	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	1	yes	1	confused	45	Female	3	dont understand why i ded poorly		no	1.50	i used information i was told	no	okay	logSubjInfo
