experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 	problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	6141-121a7103-056a-4ed8-84dc-b374205ec11a	1548097218379	student	21	"bugs with purple wings or white legs"	bugs_purple_wings_or_white_legs	4	yes	1	yes	30	Female	3	HIT was longer than 15 minutes		None	3.00	I just tried to follow my partners advice	yes	okay	logSubjInfo
mp-game-6	pilot	6141-121a7103-056a-4ed8-84dc-b374205ec11a	1548097221893	explorer	21	"bugs with purple wings or white legs"	bugs_purple_wings_or_white_legs	4	yes	2	yes	27	Male	4		No	2.00	I tried to communicate my findings to my partner as clearly as possible		yes	not much	logSubjInfo
