experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	but		humanPartner	likePartner	eventType
mp-game-6	pilot	7345-74624764-5e34-4bfb-95c6-0c511dbb6296	1548442775679	student	44	"fish with (orange bodies or fangs) and whiskers"	fish_orange_bodies_or_fangs_whiskers	0	yes	2	yes	28	Female	4	nice experiment and kindly please accept my hit	no	1.25	it was nice and feeling good to use this experiment and unfortunately my partner did't found	it's ok		yes	not much	logSubjInfo
