experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 I was hoping to earn a decent bonus here and now I can't due to the worker who decided they didn't want to do this HIT!	problems	 I gave them the information about kweps and they just left	 The experiment itself was fine	fairprice	strategy	 Like	 Eventually I realized everything with whiskers was a kwep	 Later	 It was just a case of trial and error		humanPartner	likePartner	eventType
mp-game-6	pilot	5627-93ca8464-687a-4df6-85d7-805e7cdfad05	1548440361656	explorer	29	"fish with white stripes or whiskers"	fish_white_stripes_or_whiskers	0	yes	2	yes	31	Male	3	I think it would be nice to be paired with a new student when this happens		My partner was there	 I guess		1.25	I started with fish that had similar characteristics	 ''this fish has stripes'' for example		 I realized the COLOR rather than presence of stripes also determined kweps			yes	not much	logSubjInfo
