experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	 	humanPartner	likePartner	eventType
mp-game-6	pilot	6387-aede9040-0d19-4e26-9e7d-c678af38598e	1548692752960	explorer	12	"bugs with purple legs and white heads"	bugs_purple_legs_white_heads	1	yes	2	yes	36	Female	2	Thank you	no	2.00	I was looking at all the similarities that each one possessed that made it be about of that group		yes	liked	logSubjInfo
