experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy		humanPartner	likePartner	eventType
mp-game-6	pilot	7943-0dbeef3b-4674-4251-985d-8f2a27a8afc5	1547845592345	explorer	10	"fish with orange bodies and purple stripes"	fish_orange_bodies_purple_stripes	1	yes	2	yes	38	Male	2	No other comments	No	1.00	Just tried to study and remember the creatures		yes	okay	logSubjInfo
