experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	2581-137c6cfa-3076-4c8f-900a-a24523900c01	1548949103240	explorer	20	"bugs with orange antennae or wings"	bugs_orange_antennae_or_wings	4	yes	1	yes	30	Female	2	N/A	I don't think so		No	I looked for major defining features	no	okay	logSubjInfo
mp-game-6	pilot	2581-137c6cfa-3076-4c8f-900a-a24523900c01	1548949127083	student	20	"bugs with orange antennae or wings"	bugs_orange_antennae_or_wings	4	yes	2	yes	26	Female	4	This was very fun!	No!	1.00	I tried to trust my partner			 I was wrong!	yes	liked	logSubjInfo
