experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy		humanPartner	likePartner	eventType
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548108377802	student	16	"trees with orange trunks and berries"	trees_orange_trunks_berries	4	yes	2	yes	35	Male	3		n/a	1.75	I listened to what my partner said and followed their directions		yes	liked	logSubjInfo
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548108391485	explorer	16	"trees with orange trunks and berries"	trees_orange_trunks_berries	4	yes	2	yes	51	Female	4		My scores in the last few rounds were significantly lower than my partner's and I'm not sure how that happened		3.00	I just looked for common themes and tried to cooperate and be clear	yes	liked	logSubjInfo
