experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	1831-d95e43e3-a128-4d8a-a971-f46c89e5630c	1547838073222	student	9	"trees without leaves"	trees_without_leaves	0	yes	1	yes	33	Male	3	No	My partner lost their connection	1	This hit was instruction first read carefully then i will answer the questions and the passed the game and i will ready for that game	yes	not much	logSubjInfo
