50	experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
	mp-game-6	pilot	0657-80fe3e79-7494-43ec-a285-6e674cec9c8d	1548957741579	student	38	"bugs with (purple legs and white heads) or orange wings"	bugs_purple_legs_white_heads_or_orange_wings	2	yes	1	yes	32	Female	3		no	I was well over 15 minutes and my partner abandoned I think for the work I did a fairer pay would have been 1	my partner described specific characteristics they noticed and I jotted down the notes	yes	okay	logSubjInfo
