experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
bjInfo
mp-game-6	pilot	2803-04045353-9a86-458c-a373-cae284e693a9	1548449471496	student	13	"bugs with wings and antennae"	bugs_wings_antennae	4	yes	0	yes	33	Female	3	I feel like a better partner would have made this a great HIT			Only my partner	2.5	I couldn't even use a strategy		 I was at a severe disadvantage			yes	not much	logSubjInfo
