experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice		strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	6463-b02ef099-317a-41fc-b79b-d1f0d6dcd467	1548697164013	student	4	"bugs with white orange head"	bugs_orange_head	4	yes	1	yes	29	Male	1			little bit low with all the waiting tbh		communication	yes	okay	logSubjInfo
mp-game-6	pilot	6463-b02ef099-317a-41fc-b79b-d1f0d6dcd467	1548697196314	explorer	4	"bugs with white orange head"	bugs_orange_head	4	yes	1	yes	24	Female	4		No	3	 it took far longer than what was estimated	Trying to find similarities and differences		yes	liked	logSubjInfo
