experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1548437287894	student	36	"fish with (orange bodies and purple stripes) or whiskers"	fish_orange_bodies_purple_stripes_or_whiskers	4	yes	1	yes	60	Female	3	Wish there was a way that I could have gotten more accurate info from student		no	2.50	I asked the student questions to get as much info as possible	yes	okay	logSubjInfo
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1548437296037	explorer	36	"fish with (orange bodies and purple stripes) or whiskers"	fish_orange_bodies_purple_stripes_or_whiskers	4	yes	2	yes	38	Female	2	I wish that I could have seen and understood why my partner got so many wrong		no	3.00	I tried my best to spot the similarities and differences and communicate them to my partner	yes	okay	logSubjInfo
