experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 Slow hit	 	problems		fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	7297-6cd9e8b9-29bb-432d-8128-d9dca1b8f01d	1547841485892	explorer	29	"fish with white stripes or whiskers"	fish_white_stripes_or_whiskers	4	yes	0	yes	30	Female	3	The study said it was only supposed to take 15 mintues			No		3.00	Try to find patterns and stick with it	no	not much	logSubjInfo
mp-game-6	pilot	7297-6cd9e8b9-29bb-432d-8128-d9dca1b8f01d	1547841511462	student	29	"fish with white stripes or whiskers"	fish_white_stripes_or_whiskers	4		2	yes	31	Male	3	its very interesting 	no	$125	focused differentiation 	yes	loved	logSubjInfo
