experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	00	strategy	 	humanPartner	likePartner	eventType
mp-game-6	pilot	6423-b331554a-8b95-438e-92d8-a96b19e8e70d	1547756760942	explorer	7	"birds with purple tails"	birds_purple_tails	4	yes	2	yes	57	Female	4		none	$2		I clicked on every sample		yes	liked	logSubjInfo
mp-game-6	pilot	6423-b331554a-8b95-438e-92d8-a96b19e8e70d	1547756823307	student	7	"birds with purple tails"	birds_purple_tails	4	yes	2	yes	70	Female	2	no comments	no	3.50	I followed the Explorer's description of the animals	no	okay	logSubjInfo
