experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	 	fairprice	strategy		humanPartner	likePartner	eventType
mp-game-6	pilot	4029-725a2463-030a-4028-ac3b-2df817c447ac	1548875233852	student	18	"flowers with purple stem and thorns"	flowers_purple_stems_thorns	2	yes	2	yes	32	Female	2	Fun! Thanks!	It just took a long time but I don't think so		2.00	Asking my partner to describe things but it wasn't very helpful		yes	okay	logSubjInfo
