experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	 	humanPartner	likePartner	eventType
mp-game-6	pilot	2191-c1c9b99b-518d-43a1-8a4f-34d6961d773d	1547842776679	student	16	"trees with orange trunks and berries"	trees_orange_trunks_berries	0	yes	2	yes	47	Female	1	seems fun	partner lost connection	1.25	just read instructions and asked questions in chat		yes	okay	logSubjInfo
