experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	1828-e4a5d25d-d727-4e5f-9ede-af6c9a945de4	1548097455841	explorer	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	2	yes	2	yes	27	Male	1	Great HIT!	None at all		1.25	Focusing my full attention	yes	loved	logSubjInfo
