experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	 This type of experiment is conducted in a well-controlled environment (not necessarily a laboratory)	 	
	humanPartner	likePartner	eventType
mp-game-6	pilot	6775-260cde21-4f9d-483c-88ed-9ccac9a76196	1548093601917	student	22	"birds with orange tails or white wings"	birds_orange_tails_or_white_wings	1	yes	2	yes	27	Female	3	Very nice the work		No	1500	Laboratory / Controlled Experiments	 where accurate measurements are possible			yes	okay	logSubjInfo
