experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 Thank you for compensating it		problems	fairprice	strategy	 I was informed that my partner lost connection	humanPartner	likePartner	eventType
mp-game-6	pilot	4309-c7a61003-57b6-4d7a-ac84-6e7f5d81785f	1548862610735	student	29	"fish with white stripes or whiskers"	fish_white_stripes_or_whiskers	0	yes	1	yes	48	Female	3	It was disappointing that I wasn't able to play because my partner disconnected	 but I would have enjoyed being able to come back and attempt it with a new partner		Yes: "Oops! It looks like your partner lost their connection!"	.25	No strategy	 and that I should complete this survey and submit the hit anyway	yes	not much	logSubjInfo
