experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 That's a scary thought	 What if my house if about to be attacked by kweps? How will I know whom I can trust?	problems	 they disconnected before that part of the game		fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	4874-2b691f6d-8893-4989-a480-bcf4afee6857	1548451846675	explorer	28	"fish with orange bodies or fangs"	fish_orange_bodies_or_fangs	0	yes	2	yes	46	Male	3	I wish I got to play the game			I never got to interact with a partner			1.25	I was still looking at kweps and hadn't figured out the pattern yet	yes	not much	logSubjInfo
