experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 Should concider trying to rematch those who have had this happened with others who had the same issue if possible prior to survey		problems	fairprice	strategy	 Since I only selected 3 in the first round and 2 were right	 	humanPartner	likePartner	eventType
mp-game-6	pilot	5293-8a63aa08-b5d4-4bcd-9537-e74ff4dd111f	1547765030805	student	14	"birds with purple wings and crests"	birds_purple_wings_crests	1	yes	2	yes	32	Female	2	I was kicked from the remaining rounds due to partner error			Yes 	10.00	I came up with a strategy after round 1 and then partner lost connection so I didn't get to try it out	 I believe it has to do with the colors		yes	liked	logSubjInfo
