experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	8003-bef9274b-5530-446b-bda0-5e258517e3d0	1548097194718	student	28	"fish with orange bodies or fangs"	fish_orange_bodies_or_fangs	0	yes	1	yes	38	Male	3	I feel like you should provide some bonus or opportunity to replay for people who get screwed by their partners		yes	2	Unfortunately	yes	not much	logSubjInfo
