experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	0792-54be2ff2-654c-4819-936c-bffe6af978ef	1548698146313	student	29	"fish with white stripes or whiskers"	fish_white_stripes_or_whiskers	2	yes	1	yes	50	Male	3	Interesting! Have a nice day!	all good	1.25	follow the description look for specifics	no	okay	logSubjInfo
