experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 Thanks!	problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	8683-9f3cc9c4-3ed9-4e39-b208-4b321acc8e49	1547831728343	explorer	18	"flowers with purple stem and thorns"	flowers_purple_stems_thorns	1	yes	2	yes	27	Male	1	Was fun too bad i didnt get to complete it all		Just player lost connection		I would figure out the defining characteristics of the species	yes	liked	logSubjInfo
