experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 That's probably why my partner quit early		problems	fairprice	strategy	 I tried to find simple patterns	humanPartner	likePartner	eventType
mp-game-6	pilot	2389-e2cdf843-2d9b-42f5-956c-0d604f2fb739	1547847467487	explorer	24	"trees with purple berries or white trunks"	trees_purple_berries_or_white_trunks	2	yes	0	yes	30	Female	3	This took longer than I expected to try to find patterns			No	No	This was surprisingly difficult		yes	liked	logSubjInfo
