experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	 	humanPartner	likePartner	eventType
mp-game-6	pilot	3771-7fab58ff-8c75-4d77-8aa8-88ee52b3f02b	1547764596741	student	12	"bugs with purple legs and white heads"	bugs_purple_legs_white_heads	4	yes	2	yes	21	Female	1		no bugs	yes	I listened to my partner and tried to repeat what they said back for clarification		yes	loved	logSubjInfo
mp-game-6	pilot	3771-7fab58ff-8c75-4d77-8aa8-88ee52b3f02b	1547764601456	explorer	12	"bugs with purple legs and white heads"	bugs_purple_legs_white_heads	4	yes	1	yes	33	Female	3	no	no	2.50	just tired to connected what made them simular	no	okay	logSubjInfo
