experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	3087-bfc01465-9430-4aef-a1be-a2aebbc04c4e	1547755470564	student	20	"bugs with orange antennae or wings"	bugs_orange_antennae_or_wings	1	yes	1	yes	27	Female	3		It took a long time to connect to my partner the first time around		2.00	I just listened to my partner	yes	okay	logSubjInfo
