iterationName	gameid	time	trialNum	role		eventType
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525124988758	1	explorer		logTrain
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525124991966	1	explorer	1	7.754	false	false	true	logTrain
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525125008612	1	explorer	2	16.564	false	false	true	logTrain
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525125013284	1	explorer	3	4.587	false	false	true	logTrain
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525125022619	1	explorer		logTrain
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525125023461	1	explorer	5	9.235	false	false	true	logTrain
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525125027252	1	explorer	6	3.631	false	false	true	logTrain
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525125033941	1	explorer		logTrain
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525125037159	1	explorer		logTrain
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525125037575	1	explorer	8	6.579	false	false	true	logTrain
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525125047854	1	explorer		logTrain
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525125049455	1	explorer	11	10.11	false	false	true	logTrain
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525125060002	1	explorer	12	10.316	false	false	true	logTrain
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525125066211	1	explorer	13	5.988	false	false	true	logTrain
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525125068084	1	explorer	14	1.626	false	false	true	logTrain
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525125070075	1	explorer	15	1.739	false	false	true	logTrain
