pred,trial_num,type
0.6666666666666666,0,train
0.6666666666666666,1,train
0.6666666666666666,2,train
0.0,3,train
0.0,4,train
0.0,5,train
0.3333333333333333,6,train
0.3333333333333333,7,train
0.0,8,train
0.3333333333333333,9,train
0.0,10,train
0.3333333333333333,11,train
0.6666666666666666,12,train
0.6666666666666666,13,train
1.0,14,train
0.6666666666666666,15,train
0.3333333333333333,16,train
1.0,17,train
1.0,18,train
0.3333333333333333,19,train
0.3333333333333333,20,train
1.0,21,train
0.6666666666666666,22,train
1.0,23,train
1.0,24,train
0.0,25,train
0.0,26,train
0.3333333333333333,27,train
0.6666666666666666,28,train
1.0,29,train
0.3333333333333333,30,train
0.6666666666666666,31,train
0.0,32,train
0.0,33,train
1.0,34,train
0.3333333333333333,35,train
0.6666666666666666,36,train
0.6666666666666666,37,train
1.0,38,train
1.0,39,train
0.0,40,train
1.0,41,train
1.0,42,train
0.0,43,train
0.0,44,train
1.0,45,train
1.0,46,train
1.0,47,train
1.0,48,train
0.0,49,train
1.0,50,train
1.0,0,test
0.3333333333333333,1,test
0.6666666666666666,2,test
1.0,3,test
0.6666666666666666,4,test
1.0,5,test
0.0,6,test
1.0,7,test
0.0,8,test
1.0,9,test
0.6666666666666666,10,test
1.0,11,test
0.6666666666666666,12,test
0.0,13,test
0.0,14,test
0.6666666666666666,15,test
1.0,16,test
0.0,17,test
0.6666666666666666,18,test
0.0,19,test
0.3333333333333333,20,test
1.0,21,test
0.0,22,test
0.6666666666666666,23,test
1.0,24,test
1.0,25,test
1.0,26,test
1.0,27,test
0.0,28,test
0.0,29,test
