iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508179731328	6	a	yes	1	yes	37	Female	2	no thanks	no	3.50	I attempted to remember the different looks and then communicate that information	yes	not much	logSubjInfo
