iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	5071-c2f275bf-af4e-423e-9587-af9b20c9b56a	1508191880088	6	b	yes	1	yes	27	Male	2	Nothing	No	3.00	Just listening	yes	not much	logSubjInfo
