iterationName	gameid	time	trialNum	role	tar1	tar2	tar3	col1	col2	col3	col4	col5	prop1	prop2	categoryLabel	genus	conceptNumber	categoryPluralLabel	labeled	colorName	featureValues	featureOrder	block_num	time_in_ms	block	critter_num	eventType
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508188940323	0	b	1	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	1	0	truft	flower	i	trufts	false	purple	1_1_1	property_size_colors	0	21819	learnCritters	0	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508188940336	0	b	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	truft	flower	i	trufts	true	green	0_0_0	property_size_colors	0	21819	learnCritters	1	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508188940336	0	b	1	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	truft	flower	i	trufts	false	green	1_0_0	property_size_colors	0	21819	learnCritters	2	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508188940337	0	b	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0	0	truft	flower	i	trufts	true	purple	0_0_1	property_size_colors	0	21819	learnCritters	3	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508188940337	0	b	1	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	1	0	truft	flower	i	trufts	false	green	1_1_0	property_size_colors	0	21819	learnCritters	4	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508188940338	0	b	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	1	0	truft	flower	i	trufts	true	purple	0_1_1	property_size_colors	0	21819	learnCritters	5	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508188940339	0	b	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	1	0	truft	flower	i	trufts	true	green	0_1_0	property_size_colors	0	21819	learnCritters	6	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508188940339	0	b	1	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0	0	truft	flower	i	trufts	false	purple	1_0_1	property_size_colors	0	21819	learnCritters	7	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508189010348	0	a	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	0.8	0	glippet	fish	v	glippets	true	red	0_1_0	property_size_colors	0	78163	learnCritters	0	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508189010358	0	a	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	glippet	fish	v	glippets	false	red	1_0_0	property_size_colors	0	78163	learnCritters	1	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508189010358	0	a	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	glippet	fish	v	glippets	true	red	0_0_0	property_size_colors	0	78163	learnCritters	2	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508189010359	0	a	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	glippet	fish	v	glippets	true	orange	0_0_1	property_size_colors	0	78163	learnCritters	3	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508189010359	0	a	0	1	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	glippet	fish	v	glippets	false	orange	1_0_1	property_size_colors	0	78163	learnCritters	4	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508189010359	0	a	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	0.8	0	glippet	fish	v	glippets	false	red	1_1_0	property_size_colors	0	78163	learnCritters	5	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508189010360	0	a	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0.8	0	glippet	fish	v	glippets	false	orange	0_1_1	property_size_colors	0	78163	learnCritters	6	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508189010361	0	a	0	1	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0.8	0	glippet	fish	v	glippets	true	orange	1_1_1	property_size_colors	0	78163	learnCritters	7	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508189248355	1	b	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	1	0	saper	bug	vi	sapers	true	orange	0_1_1	property_size_colors	1	77660	learnCritters	0	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508189248383	1	b	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	1	0	saper	bug	vi	sapers	false	purple	0_1_0	property_size_colors	1	77660	learnCritters	1	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508189248384	1	b	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0	0	saper	bug	vi	sapers	true	purple	0_0_0	property_size_colors	1	77660	learnCritters	2	logTrain
pilot1	0814-fbf6d652-b1bc-4a8d-b1a1-296c0b2a6a5b	1508189248386	1	b	0	1	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	saper	bug	vi	sapers	true	orange	1_0_1	property_size_colors	1	77660	learnCritters	3	logTrain
