iterationName	gameid	time	trialNum	role	tar1	tar2	tar3	col1	col2	col3	col4	col5	prop1	prop2	categoryLabel	genus	conceptNumber	categoryPluralLabel	labeled	colorName	featureValues	featureOrder	block_num	time_in_ms	block	critter_num	eventType
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180131605	0	a	0	1	0	#228b22	#228b22	#228b22	#228b22	#228b22	0.8	0	reesle	fish	vi	reesles	false	green	1_1_1	size_property_colors	0	39006	learnCritters	0	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180131615	0	a	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	reesle	fish	vi	reesles	false	green	0_0_1	size_property_colors	0	39006	learnCritters	1	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180131617	0	a	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	0.8	0	reesle	fish	vi	reesles	false	red	1_0_0	size_property_colors	0	39006	learnCritters	2	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180131617	0	a	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0.8	0	reesle	fish	vi	reesles	true	green	1_0_1	size_property_colors	0	39006	learnCritters	3	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180131618	0	a	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	0.8	0	reesle	fish	vi	reesles	true	red	1_1_0	size_property_colors	0	39006	learnCritters	4	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180131618	0	a	0	1	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	reesle	fish	vi	reesles	true	green	0_1_1	size_property_colors	0	39006	learnCritters	5	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180131619	0	a	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	reesle	fish	vi	reesles	false	red	0_1_0	size_property_colors	0	39006	learnCritters	6	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180131620	0	a	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	reesle	fish	vi	reesles	true	red	0_0_0	size_property_colors	0	39006	learnCritters	7	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180171867	0	b	0	1	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	luzak	bug	iii	luzaks	false	orange	0_1_0	size_property_colors	0	83555	learnCritters	0	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180171872	0	b	0	1	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0	0	luzak	bug	iii	luzaks	true	purple	0_1_1	size_property_colors	0	83555	learnCritters	1	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180171872	0	b	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	1	0	luzak	bug	iii	luzaks	true	orange	1_0_0	size_property_colors	0	83555	learnCritters	2	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180171873	0	b	0	1	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	1	0	luzak	bug	iii	luzaks	true	orange	1_1_0	size_property_colors	0	83555	learnCritters	3	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180171880	0	b	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	luzak	bug	iii	luzaks	false	orange	0_0_0	size_property_colors	0	83555	learnCritters	4	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180171881	0	b	0	1	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	1	0	luzak	bug	iii	luzaks	true	purple	1_1_1	size_property_colors	0	83555	learnCritters	5	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180171881	0	b	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	1	0	luzak	bug	iii	luzaks	false	purple	1_0_1	size_property_colors	0	83555	learnCritters	6	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180171881	0	b	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0	0	luzak	bug	iii	luzaks	false	purple	0_0_1	size_property_colors	0	83555	learnCritters	7	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180409409	1	b	0	1	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0.8	0	 cheeba	fish	ii	cheebas	false	purple	1_1_1	property_size_colors	1	26829	learnCritters	0	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180409414	1	b	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0.8	0	 cheeba	fish	ii	cheebas	true	green	0_1_0	property_size_colors	1	26829	learnCritters	1	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180409415	1	b	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	 cheeba	fish	ii	cheebas	false	green	0_0_0	property_size_colors	1	26829	learnCritters	2	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180409417	1	b	0	1	0	#228b22	#228b22	#228b22	#228b22	#228b22	0.8	0	 cheeba	fish	ii	cheebas	false	green	1_1_0	property_size_colors	1	26829	learnCritters	3	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180409417	1	b	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0.8	0	 cheeba	fish	ii	cheebas	true	purple	0_1_1	property_size_colors	1	26829	learnCritters	4	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180409418	1	b	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0	0	 cheeba	fish	ii	cheebas	false	purple	0_0_1	property_size_colors	1	26829	learnCritters	5	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180409418	1	b	0	1	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0	0	 cheeba	fish	ii	cheebas	true	purple	1_0_1	property_size_colors	1	26829	learnCritters	6	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180409419	1	b	0	1	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	 cheeba	fish	ii	cheebas	true	green	1_0_0	property_size_colors	1	26829	learnCritters	7	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180415610	1	a	0	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	0	0	krivel	bird	i	krivels	false	yellow	0_1_0	property_colors_size	1	33357	learnCritters	0	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180415621	1	a	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	krivel	bird	i	krivels	false	orange	0_0_0	property_colors_size	1	33357	learnCritters	1	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180415621	1	a	0	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	1	0	krivel	bird	i	krivels	false	yellow	0_1_1	property_colors_size	1	33357	learnCritters	2	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180415627	1	a	1	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	1	0	krivel	bird	i	krivels	true	yellow	1_1_1	property_colors_size	1	33357	learnCritters	3	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180415627	1	a	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	1	0	krivel	bird	i	krivels	false	orange	0_0_1	property_colors_size	1	33357	learnCritters	4	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180415628	1	a	1	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	1	0	krivel	bird	i	krivels	true	orange	1_0_1	property_colors_size	1	33357	learnCritters	5	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180415628	1	a	1	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	0	0	krivel	bird	i	krivels	true	yellow	1_1_0	property_colors_size	1	33357	learnCritters	6	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180415628	1	a	1	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	krivel	bird	i	krivels	true	orange	1_0_0	property_colors_size	1	33357	learnCritters	7	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180584101	2	b	0	1	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0	0	ackle	fish	vi	ackles	false	blue	0_0_1	size_colors_property	2	58896	learnCritters	0	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180584103	2	b	0	0	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0	0	ackle	fish	vi	ackles	true	blue	0_0_0	size_colors_property	2	58896	learnCritters	1	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180584103	2	b	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0.8	0	ackle	fish	vi	ackles	true	green	1_1_0	size_colors_property	2	58896	learnCritters	2	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180584104	2	b	0	0	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0.8	0	ackle	fish	vi	ackles	false	blue	1_0_0	size_colors_property	2	58896	learnCritters	3	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180584104	2	b	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	ackle	fish	vi	ackles	false	green	0_1_0	size_colors_property	2	58896	learnCritters	4	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180584105	2	b	0	1	0	#228b22	#228b22	#228b22	#228b22	#228b22	0.8	0	ackle	fish	vi	ackles	false	green	1_1_1	size_colors_property	2	58896	learnCritters	5	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180584105	2	b	0	1	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	ackle	fish	vi	ackles	true	green	0_1_1	size_colors_property	2	58896	learnCritters	6	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180584106	2	b	0	1	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0.8	0	ackle	fish	vi	ackles	true	blue	1_0_1	size_colors_property	2	58896	learnCritters	7	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180597253	2	a	1	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	plov	flower	iii	plovs	false	red	1_0_1	colors_size_property	2	79645	learnCritters	0	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180597265	2	a	1	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	1	0	plov	flower	iii	plovs	true	red	1_1_1	colors_size_property	2	79645	learnCritters	1	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180597266	2	a	1	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	0	0	plov	flower	iii	plovs	false	yellow	0_0_1	colors_size_property	2	79645	learnCritters	2	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180597266	2	a	1	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	1	0	plov	flower	iii	plovs	true	yellow	0_1_1	colors_size_property	2	79645	learnCritters	3	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180597267	2	a	0	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	1	0	plov	flower	iii	plovs	false	yellow	0_1_0	colors_size_property	2	79645	learnCritters	4	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180597267	2	a	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	plov	flower	iii	plovs	true	red	1_0_0	colors_size_property	2	79645	learnCritters	5	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180597269	2	a	0	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	0	0	plov	flower	iii	plovs	false	yellow	0_0_0	colors_size_property	2	79645	learnCritters	6	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180597269	2	a	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	1	0	plov	flower	iii	plovs	true	red	1_1_0	colors_size_property	2	79645	learnCritters	7	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180756091	3	a	1	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	1	0	zorb	flower	ii	zorbs	true	yellow	1_1_1	property_size_colors	3	42829	learnCritters	0	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180756108	3	a	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	zorb	flower	ii	zorbs	true	orange	0_0_0	property_size_colors	3	42829	learnCritters	1	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180756109	3	a	1	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	1	0	zorb	flower	ii	zorbs	true	orange	1_1_0	property_size_colors	3	42829	learnCritters	2	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180756109	3	a	1	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	zorb	flower	ii	zorbs	false	orange	1_0_0	property_size_colors	3	42829	learnCritters	3	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180756110	3	a	1	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	0	0	zorb	flower	ii	zorbs	false	yellow	1_0_1	property_size_colors	3	42829	learnCritters	4	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180756110	3	a	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	1	0	zorb	flower	ii	zorbs	false	orange	0_1_0	property_size_colors	3	42829	learnCritters	5	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180756111	3	a	0	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	1	0	zorb	flower	ii	zorbs	false	yellow	0_1_1	property_size_colors	3	42829	learnCritters	6	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180756111	3	a	0	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	0	0	zorb	flower	ii	zorbs	true	yellow	0_0_1	property_size_colors	3	42829	learnCritters	7	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180778364	3	b	0	1	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	1	0	kwep	bug	iv	kweps	true	purple	1_1_1	size_property_colors	3	63403	learnCritters	0	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180778376	3	b	0	0	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	1	0	kwep	bug	iv	kweps	false	blue	1_0_0	size_property_colors	3	63403	learnCritters	1	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180778377	3	b	0	1	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0	0	kwep	bug	iv	kweps	true	purple	0_1_1	size_property_colors	3	63403	learnCritters	2	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180778378	3	b	0	1	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	1	0	kwep	bug	iv	kweps	true	blue	1_1_0	size_property_colors	3	63403	learnCritters	3	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180778378	3	b	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0	0	kwep	bug	iv	kweps	false	purple	0_0_1	size_property_colors	3	63403	learnCritters	4	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180778379	3	b	0	1	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0	0	kwep	bug	iv	kweps	false	blue	0_1_0	size_property_colors	3	63403	learnCritters	5	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180778380	3	b	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	1	0	kwep	bug	iv	kweps	true	purple	1_0_1	size_property_colors	3	63403	learnCritters	6	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180778380	3	b	0	0	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0	0	kwep	bug	iv	kweps	false	blue	0_0_0	size_property_colors	3	63403	learnCritters	7	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180928524	4	b	0	1	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	saper	fish	v	sapers	false	orange	0_1_0	size_property_colors	4	38649	learnCritters	0	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180928529	4	b	0	1	0	#eec900	#eec900	#eec900	#eec900	#eec900	0.8	0	saper	fish	v	sapers	false	yellow	1_1_1	size_property_colors	4	38649	learnCritters	1	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180928531	4	b	0	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	0	0	saper	fish	v	sapers	false	yellow	0_0_1	size_property_colors	4	38649	learnCritters	2	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180928531	4	b	0	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	0.8	0	saper	fish	v	sapers	true	yellow	1_0_1	size_property_colors	4	38649	learnCritters	3	logTrain
pilot1	6885-9f891737-457e-4c60-aae6-29af1864a988	1508180928532	4	b	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	saper	fish	v	sapers	false	orange	0_0_0	size_property_colors	4	38649	learnCritters	4	logTrain
