iterationName	gameid	time	trialNum	role	tar1	tar2	tar3	col1	col2	col3	col4	col5	prop1	prop2	categoryLabel	genus	conceptNumber	categoryPluralLabel	labeled	colorName	featureValues	featureOrder	block_num	time_in_ms	block	critter_num	eventType
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508180744446	0	a	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	1	0	mox	bug	vi	moxes	false	red	1_1_0	colors_size_property	0	42744	learnCritters	0	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508180744452	0	a	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	mox	bug	vi	moxes	false	orange	0_0_0	colors_size_property	0	42744	learnCritters	1	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508180744452	0	a	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	1	0	mox	bug	vi	moxes	true	orange	0_1_0	colors_size_property	0	42744	learnCritters	2	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508180744453	0	a	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	1	0	mox	bug	vi	moxes	true	red	1_1_1	colors_size_property	0	42744	learnCritters	3	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508180744455	0	a	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	mox	bug	vi	moxes	false	red	1_0_1	colors_size_property	0	42744	learnCritters	4	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508180744455	0	a	0	1	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	1	0	mox	bug	vi	moxes	false	orange	0_1_1	colors_size_property	0	42744	learnCritters	5	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508180744456	0	a	0	1	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	mox	bug	vi	moxes	true	orange	0_0_1	colors_size_property	0	42744	learnCritters	6	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508180744456	0	a	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	mox	bug	vi	moxes	true	red	1_0_0	colors_size_property	0	42744	learnCritters	7	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508180784544	0	b	0	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	1	0	ackle	bird	ii	ackles	true	yellow	0_1_1	property_colors_size	0	177784	learnCritters	0	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508180784553	0	b	1	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	1	0	ackle	bird	ii	ackles	true	green	1_0_1	property_colors_size	0	177784	learnCritters	1	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508180784554	0	b	1	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	0	0	ackle	bird	ii	ackles	false	yellow	1_1_0	property_colors_size	0	177784	learnCritters	2	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508180784554	0	b	0	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	0	0	ackle	bird	ii	ackles	true	yellow	0_1_0	property_colors_size	0	177784	learnCritters	3	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508180784555	0	b	1	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	1	0	ackle	bird	ii	ackles	false	yellow	1_1_1	property_colors_size	0	177784	learnCritters	4	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508180784555	0	b	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	ackle	bird	ii	ackles	false	green	0_0_0	property_colors_size	0	177784	learnCritters	5	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508180784556	0	b	1	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	ackle	bird	ii	ackles	true	green	1_0_0	property_colors_size	0	177784	learnCritters	6	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508180784556	0	b	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	1	0	ackle	bird	ii	ackles	false	green	0_0_1	property_colors_size	0	177784	learnCritters	7	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181417399	1	a	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	oller	fish	iii	ollers	true	red	0_0_1	size_colors_property	1	92951	learnCritters	0	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181417405	1	a	0	1	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0.8	0	oller	fish	iii	ollers	false	blue	1_1_1	size_colors_property	1	92951	learnCritters	1	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181417406	1	a	0	0	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0	0	oller	fish	iii	ollers	true	blue	0_1_0	size_colors_property	1	92951	learnCritters	2	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181417406	1	a	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	0.8	0	oller	fish	iii	ollers	false	red	1_0_0	size_colors_property	1	92951	learnCritters	3	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181417406	1	a	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	oller	fish	iii	ollers	true	red	0_0_0	size_colors_property	1	92951	learnCritters	4	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181417407	1	a	0	0	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0.8	0	oller	fish	iii	ollers	false	blue	1_1_0	size_colors_property	1	92951	learnCritters	5	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181417407	1	a	0	1	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0	0	oller	fish	iii	ollers	false	blue	0_1_1	size_colors_property	1	92951	learnCritters	6	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181417408	1	a	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	0.8	0	oller	fish	iii	ollers	true	red	1_0_1	size_colors_property	1	92951	learnCritters	7	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181463068	1	b	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	1	0	glippet	flower	i	glippets	false	purple	0_1_0	colors_size_property	1	119927	learnCritters	0	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181463076	1	b	1	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	glippet	flower	i	glippets	true	green	1_0_1	colors_size_property	1	119927	learnCritters	1	logTrain
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181463077	1	b	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0	0	glippet	flower	i	glippets	false	purple	0_0_0	colors_size_property	1	119927	learnCritters	2	logTrain
